15231.000000,525.578979,229.749878,85.093788,0.928882,15617.000000,0.572896,-1.000000
14656.000000,494.311005,206.020065,91.730972,0.895405,15072.000000,0.615436,-1.000000
14634.000000,501.122009,214.106781,87.768288,0.912118,14954.000000,0.693259,-1.000000
13176.000000,458.342987,193.337387,87.448395,0.891861,13368.000000,0.640669,-1.000000
14688.000000,507.166992,211.743378,89.312454,0.906691,15262.000000,0.646024,-1.000000
13479.000000,477.015991,200.053055,86.650291,0.901328,13786.000000,0.657897,-1.000000
15757.000000,509.281006,207.296677,98.336136,0.880323,16150.000000,0.589708,-1.000000
16405.000000,526.570007,221.612518,95.436707,0.902521,16837.000000,0.658888,-1.000000
14534.000000,483.640991,196.650818,95.050682,0.875429,14932.000000,0.649651,-1.000000
13485.000000,471.570007,198.272644,87.727287,0.896789,13734.000000,0.572320,-1.000000
14930.000000,499.924988,212.245819,90.017479,0.905606,15248.000000,0.624373,-1.000000
14626.000000,496.585999,204.534134,92.974869,0.890712,15070.000000,0.570214,-1.000000
15926.000000,522.739990,225.736053,91.057091,0.915033,16240.000000,0.779769,-1.000000
14076.000000,479.677002,199.489151,90.709984,0.890639,14434.000000,0.781219,-1.000000
13500.000000,476.915008,202.546677,85.405472,0.906755,13800.000000,0.717703,-1.000000
14349.000000,496.946014,213.544022,86.160774,0.914988,14678.000000,0.666837,-1.000000
15209.000000,496.565002,214.050079,91.026321,0.905073,15395.000000,0.569370,-1.000000
15238.000000,496.871002,208.531784,93.828400,0.893055,15487.000000,0.732314,-1.000000
13509.000000,480.466003,207.137161,83.940163,0.914211,13732.000000,0.595635,-1.000000
13699.000000,480.729004,197.970917,89.949074,0.890821,14178.000000,0.672047,-1.000000
13921.000000,481.993012,203.444870,88.125816,0.901313,14210.000000,0.561331,-1.000000
14405.000000,488.237000,204.430130,90.626457,0.896367,14742.000000,0.763786,-1.000000
13377.000000,472.960999,199.940781,86.682869,0.901133,13685.000000,0.794831,-1.000000
15043.000000,498.299011,206.011704,94.766685,0.887916,15414.000000,0.586884,-1.000000
14590.000000,496.171997,212.100754,88.602409,0.908568,14883.000000,0.571485,-1.000000
13237.000000,466.002991,197.904800,85.709572,0.901353,13445.000000,0.592419,-1.000000
16226.000000,524.205017,216.873260,96.653679,0.895198,16748.000000,0.648625,-1.000000
13203.000000,469.466003,199.341858,85.389572,0.903609,13431.000000,0.601558,-1.000000
13328.000000,473.044006,201.398865,85.258606,0.905975,13588.000000,0.780100,-1.000000
14945.000000,493.108002,202.046982,95.079414,0.882357,15357.000000,0.739998,-1.000000
13130.000000,467.921997,196.146805,86.207115,0.898241,13462.000000,0.574818,-1.000000
13414.000000,479.901001,203.085968,85.736877,0.906516,13735.000000,0.714042,-1.000000
16104.000000,507.428986,206.070740,100.753632,0.872324,16457.000000,0.605414,-1.000000
11827.000000,455.221008,194.784454,78.431534,0.915350,12212.000000,0.769987,-1.000000
14479.000000,475.924988,200.551941,92.178062,0.888115,14696.000000,0.711429,-1.000000
14306.000000,482.247986,197.685791,94.056107,0.879561,14667.000000,0.587950,-1.000000
14415.000000,488.122009,203.592850,91.034729,0.894463,14758.000000,0.674102,-1.000000
14415.000000,490.066010,206.539246,90.017532,0.900025,14671.000000,0.653327,-1.000000
14524.000000,480.212006,199.933014,93.312103,0.884407,14808.000000,0.611279,-1.000000
13780.000000,497.428009,221.722900,79.952133,0.932723,14010.000000,0.550781,-1.000000
12768.000000,464.820007,195.388153,84.359917,0.901991,13085.000000,0.582987,-1.000000
13047.000000,486.368988,213.194473,79.288872,0.928269,13621.000000,0.615425,-1.000000
14456.000000,492.950989,212.411224,87.360130,0.911510,14726.000000,0.795028,-1.000000
13973.000000,474.007996,192.349289,93.779144,0.873097,14354.000000,0.614198,-1.000000
13858.000000,482.579987,205.020157,86.964676,0.905580,14154.000000,0.555921,-1.000000
13148.000000,481.721985,201.518890,84.541534,0.907745,13572.000000,0.623749,-1.000000
12792.000000,462.072998,194.481003,84.730888,0.900103,13032.000000,0.593927,-1.000000
15778.000000,515.273010,214.037842,95.497665,0.894947,16283.000000,0.686298,-1.000000
15404.000000,509.516998,217.297577,91.397537,0.907242,15696.000000,0.633701,-1.000000
14911.000000,494.088989,207.560242,92.410606,0.895420,15132.000000,0.604762,-1.000000
15360.000000,504.231995,210.390747,94.740959,0.892873,15751.000000,0.757658,-1.000000
15746.000000,503.230988,204.874435,99.448708,0.874285,16171.000000,0.753037,-1.000000
14304.000000,489.036987,211.026611,86.839424,0.911406,14483.000000,0.577729,-1.000000
15136.000000,518.643982,221.709106,88.207634,0.917449,15469.000000,0.529712,-1.000000
12919.000000,475.260010,201.815659,83.206268,0.911053,13256.000000,0.765162,-1.000000
15224.000000,510.881988,213.196167,92.323410,0.901373,15686.000000,0.639530,-1.000000
