42.000000,50.000000,270900.000000,270944.000000,267.000000,17.000000,44.000000,24220.000000,108.000000,1687.000000,1.000000,0.000000,80.000000,0.049800,0.241500,0.181800,0.004700,0.470600,1.000000,1.000000,2.426500,0.903100,1.643500,0.818200,-0.291300,0.582200,76.000000,-1.000000
645.000000,651.000000,2538079.000000,2538108.000000,108.000000,10.000000,30.000000,11397.000000,123.000000,1687.000000,1.000000,0.000000,80.000000,0.764700,0.379300,0.206900,0.003600,0.600000,0.966700,1.000000,2.033400,0.778200,1.462400,0.793100,-0.175600,0.298400,84.000000,-1.000000
829.000000,835.000000,1553913.000000,1553931.000000,71.000000,8.000000,19.000000,7972.000000,125.000000,1623.000000,1.000000,0.000000,100.000000,0.971000,0.342600,0.333300,0.003700,0.750000,0.947400,1.000000,1.851300,0.778200,1.255300,0.666700,-0.122800,0.215000,99.000000,-1.000000
853.000000,860.000000,369370.000000,369415.000000,176.000000,13.000000,45.000000,18996.000000,126.000000,1353.000000,0.000000,1.000000,290.000000,0.728700,0.441300,0.155600,0.005200,0.538500,1.000000,1.000000,2.245500,0.845100,1.653200,0.844400,-0.156800,0.521200,99.000000,-1.000000
1289.000000,1306.000000,498078.000000,498335.000000,2409.000000,60.000000,260.000000,246930.000000,126.000000,1353.000000,0.000000,1.000000,185.000000,0.069500,0.448600,0.066200,0.012600,0.283300,0.988500,1.000000,3.381800,1.230500,2.409900,0.933800,-0.199200,1.000000,37.000000,-1.000000
430.000000,441.000000,100250.000000,100337.000000,630.000000,20.000000,87.000000,62357.000000,127.000000,1387.000000,0.000000,1.000000,40.000000,0.620000,0.341700,0.126400,0.007900,0.550000,1.000000,1.000000,2.799300,1.041400,1.939500,0.873600,-0.226700,0.987400,64.000000,-1.000000
413.000000,446.000000,138468.000000,138883.000000,9052.000000,230.000000,432.000000,1481991.000000,199.000000,1687.000000,0.000000,1.000000,150.000000,0.489600,0.339000,0.079500,0.019600,0.143500,0.960700,1.000000,3.956700,1.518500,2.618100,0.920500,0.279100,1.000000,23.000000,-1.000000
190.000000,200.000000,210936.000000,210956.000000,132.000000,11.000000,20.000000,20007.000000,172.000000,1687.000000,0.000000,1.000000,150.000000,0.225300,0.340000,0.500000,0.005900,0.909100,1.000000,1.000000,2.120600,1.000000,1.301000,0.500000,0.184100,0.335900,124.000000,-1.000000
330.000000,343.000000,429227.000000,429253.000000,264.000000,15.000000,26.000000,29748.000000,148.000000,1687.000000,0.000000,1.000000,150.000000,0.391200,0.218900,0.500000,0.007700,0.866700,1.000000,1.000000,2.421600,1.113900,1.415000,0.500000,-0.119700,0.559300,53.000000,-1.000000
74.000000,90.000000,779144.000000,779308.000000,1506.000000,46.000000,167.000000,180215.000000,143.000000,1687.000000,0.000000,1.000000,150.000000,0.087700,0.426100,0.097600,0.009500,0.347800,0.982000,1.000000,3.177800,1.204100,2.214800,0.902400,-0.065100,1.000000,53.000000,-1.000000
106.000000,118.000000,813452.000000,813500.000000,442.000000,13.000000,48.000000,50393.000000,143.000000,1687.000000,0.000000,1.000000,150.000000,0.125700,0.232600,0.250000,0.007100,0.923100,1.000000,1.000000,2.645400,1.079200,1.681200,0.750000,-0.109300,0.861200,76.000000,-1.000000
505.000000,515.000000,106604.000000,106668.000000,284.000000,42.000000,69.000000,31062.000000,119.000000,1687.000000,0.000000,1.000000,150.000000,0.598700,0.556200,0.156300,0.005900,0.238100,0.927500,1.000000,2.453300,1.000000,1.806200,0.843800,-0.145500,0.904800,97.000000,-1.000000
46.000000,58.000000,179258.000000,179312.000000,480.000000,15.000000,54.000000,61966.000000,158.000000,1687.000000,0.000000,1.000000,150.000000,0.054500,0.259300,0.222200,0.007100,0.800000,1.000000,1.000000,2.681200,1.079200,1.732400,0.777800,0.008600,0.909300,102.000000,-1.000000
581.000000,590.000000,230644.000000,230704.000000,433.000000,22.000000,60.000000,38917.000000,111.000000,1687.000000,0.000000,1.000000,150.000000,0.688800,0.198100,0.150000,0.005300,0.409100,1.000000,1.000000,2.636500,0.954200,1.778100,0.850000,-0.297800,0.829900,62.000000,-1.000000
