1.000000,298.100000,308.600000,1551.000000,42.800000,0.000000,0.000000
2.000000,298.200000,308.700000,1408.000000,46.300000,3.000000,0.000000
2.000000,298.100000,308.500000,1498.000000,49.400000,5.000000,0.000000
2.000000,298.200000,308.600000,1433.000000,39.500000,7.000000,0.000000
2.000000,298.200000,308.700000,1408.000000,40.000000,9.000000,0.000000
1.000000,298.100000,308.600000,1425.000000,41.900000,11.000000,0.000000
2.000000,298.100000,308.600000,1558.000000,42.400000,14.000000,0.000000
2.000000,298.100000,308.600000,1527.000000,40.200000,16.000000,0.000000
1.000000,298.300000,308.700000,1667.000000,28.600000,18.000000,0.000000
1.000000,298.500000,309.000000,1741.000000,28.000000,21.000000,0.000000
3.000000,298.400000,308.900000,1782.000000,23.900000,24.000000,0.000000
3.000000,298.600000,309.100000,1423.000000,44.300000,29.000000,0.000000
1.000000,298.600000,309.100000,1339.000000,51.100000,34.000000,0.000000
1.000000,298.600000,309.200000,1742.000000,30.000000,37.000000,0.000000
2.000000,298.600000,309.200000,2035.000000,19.600000,40.000000,0.000000
2.000000,298.600000,309.200000,1542.000000,48.400000,42.000000,0.000000
1.000000,298.600000,309.200000,1311.000000,46.600000,44.000000,0.000000
1.000000,298.700000,309.200000,1410.000000,45.600000,47.000000,0.000000
3.000000,298.800000,309.200000,1306.000000,54.500000,50.000000,0.000000
1.000000,298.900000,309.300000,1632.000000,32.500000,55.000000,0.000000
3.000000,298.900000,309.300000,1375.000000,42.700000,58.000000,0.000000
2.000000,298.800000,309.300000,1450.000000,44.800000,63.000000,0.000000
1.000000,298.900000,309.300000,1581.000000,30.700000,65.000000,0.000000
2.000000,299.000000,309.400000,1758.000000,25.700000,68.000000,0.000000
1.000000,299.000000,309.400000,1561.000000,37.300000,70.000000,0.000000
2.000000,299.000000,309.500000,1861.000000,23.300000,73.000000,0.000000
2.000000,299.100000,309.500000,1512.000000,39.000000,75.000000,0.000000
3.000000,299.100000,309.400000,1811.000000,24.600000,77.000000,0.000000
2.000000,299.100000,309.400000,1439.000000,44.200000,82.000000,0.000000
2.000000,299.000000,309.400000,1693.000000,30.100000,84.000000,0.000000
1.000000,299.100000,309.500000,1339.000000,48.200000,86.000000,0.000000
2.000000,299.000000,309.400000,1798.000000,25.500000,89.000000,0.000000
2.000000,299.000000,309.400000,1419.000000,48.300000,91.000000,0.000000
2.000000,298.900000,309.300000,1665.000000,32.500000,93.000000,0.000000
1.000000,298.800000,309.100000,1559.000000,34.700000,95.000000,0.000000
1.000000,298.800000,309.200000,1452.000000,48.600000,98.000000,0.000000
1.000000,298.900000,309.200000,1581.000000,36.700000,101.000000,0.000000
2.000000,298.800000,309.100000,1439.000000,39.200000,104.000000,0.000000
3.000000,298.900000,309.200000,1379.000000,50.700000,106.000000,0.000000
2.000000,298.800000,309.100000,1350.000000,52.500000,111.000000,0.000000
2.000000,298.800000,309.100000,1362.000000,45.400000,113.000000,0.000000
2.000000,298.800000,309.100000,1368.000000,50.800000,115.000000,0.000000
1.000000,298.800000,309.100000,1368.000000,49.100000,117.000000,0.000000
3.000000,298.800000,309.200000,1372.000000,48.500000,120.000000,0.000000
1.000000,298.800000,309.100000,1472.000000,47.500000,125.000000,0.000000
2.000000,298.800000,309.100000,1489.000000,49.100000,128.000000,0.000000
1.000000,298.700000,309.000000,1843.000000,25.800000,130.000000,0.000000
2.000000,298.800000,309.100000,1418.000000,46.300000,133.000000,0.000000
3.000000,298.800000,309.200000,1425.000000,53.900000,135.000000,0.000000
1.000000,298.900000,309.200000,1412.000000,44.100000,140.000000,0.000000
2.000000,298.900000,309.100000,2861.000000,4.600000,143.000000,1.000000
2.000000,298.900000,309.100000,1383.000000,54.900000,145.000000,0.000000
3.000000,298.800000,309.000000,1497.000000,43.800000,147.000000,0.000000
2.000000,298.700000,309.000000,1565.000000,35.100000,152.000000,0.000000
2.000000,298.700000,309.000000,1691.000000,30.100000,154.000000,0.000000
2.000000,298.800000,309.100000,1512.000000,40.700000,156.000000,0.000000
2.000000,298.800000,309.100000,1477.000000,42.400000,158.000000,0.000000
2.000000,298.800000,309.100000,1513.000000,40.300000,160.000000,0.000000
1.000000,298.800000,309.000000,1661.000000,29.500000,162.000000,0.000000
2.000000,298.800000,309.100000,1378.000000,54.400000,165.000000,0.000000
2.000000,298.800000,309.100000,1393.000000,52.600000,167.000000,0.000000
1.000000,298.800000,309.000000,1592.000000,38.200000,169.000000,0.000000
2.000000,298.800000,309.000000,1829.000000,22.900000,172.000000,0.000000
1.000000,298.900000,309.000000,1812.000000,25.900000,174.000000,0.000000
2.000000,299.000000,309.100000,1523.000000,38.600000,177.000000,0.000000
2.000000,299.000000,309.100000,1394.000000,45.100000,179.000000,0.000000
1.000000,298.900000,308.900000,1679.000000,28.700000,181.000000,0.000000
3.000000,298.800000,308.900000,1466.000000,44.100000,184.000000,0.000000
2.000000,298.800000,308.900000,1527.000000,32.400000,189.000000,0.000000
2.000000,298.900000,309.000000,1410.000000,65.700000,191.000000,1.000000
1.000000,298.900000,309.000000,1924.000000,22.600000,193.000000,0.000000
2.000000,298.900000,309.100000,1452.000000,45.500000,196.000000,0.000000
2.000000,298.900000,309.100000,1369.000000,44.400000,198.000000,0.000000
2.000000,299.000000,309.100000,1592.000000,35.000000,200.000000,0.000000
2.000000,298.900000,309.000000,1601.000000,32.300000,202.000000,0.000000
2.000000,298.800000,308.900000,1379.000000,46.700000,204.000000,0.000000
2.000000,298.800000,308.900000,1461.000000,47.900000,206.000000,0.000000
2.000000,298.800000,308.900000,1455.000000,41.300000,208.000000,1.000000
2.000000,298.800000,308.900000,1398.000000,51.500000,0.000000,0.000000
2.000000,298.800000,308.900000,1402.000000,37.900000,2.000000,0.000000
3.000000,298.800000,308.800000,1445.000000,49.900000,4.000000,0.000000
2.000000,298.900000,308.900000,1450.000000,47.500000,9.000000,0.000000
2.000000,298.900000,308.900000,1453.000000,40.800000,11.000000,0.000000
2.000000,299.000000,309.000000,1469.000000,40.100000,13.000000,0.000000
2.000000,298.900000,308.900000,1422.000000,47.600000,15.000000,0.000000
1.000000,299.000000,309.000000,1804.000000,26.800000,17.000000,0.000000
3.000000,299.000000,309.000000,1436.000000,43.900000,20.000000,0.000000
2.000000,299.000000,309.000000,1544.000000,31.800000,25.000000,0.000000
1.000000,299.000000,309.000000,1419.000000,45.200000,27.000000,0.000000
1.000000,298.900000,308.900000,1487.000000,39.500000,30.000000,0.000000
2.000000,298.900000,308.900000,1753.000000,25.800000,33.000000,0.000000
2.000000,298.900000,308.900000,1830.000000,24.900000,35.000000,0.000000
1.000000,298.900000,308.900000,1727.000000,27.100000,37.000000,0.000000
2.000000,299.100000,309.000000,1450.000000,43.000000,40.000000,0.000000
2.000000,299.000000,308.900000,1622.000000,31.900000,42.000000,0.000000
1.000000,299.000000,309.000000,1351.000000,52.200000,44.000000,0.000000
